dam_name,day,daily_storage_volume,daily_regulated_releases,daily_spill_volume
Burrendong,08/03/1960,279460,2012,0
Burrendong,09/03/1960,278070,1972.3,0
Burrendong,10/03/1960,276300,2709.3,0
Burrendong,11/03/1960,274240,3047.1,0
Burrendong,12/03/1960,272120,3043,0
Burrendong,13/03/1960,269910,3044.8,0
Burrendong,14/03/1960,267640,2970.4,0
Burrendong,15/03/1960,265580,2678.1,0
Burrendong,16/03/1960,263530,2603.4,0
Burrendong,17/03/1960,261500,2540.3,0
Burrendong,18/03/1960,259920,2008,0
Burrendong,19/03/1960,258370,1885.4,0
Burrendong,20/03/1960,256730,1882.3,0
Burrendong,21/03/1960,254970,1885.9,0
Burrendong,22/03/1960,253600,1853.8,0
Burrendong,23/03/1960,252730,1220.6,0
Burrendong,24/03/1960,251540,1244.1,0
Burrendong,25/03/1960,250710,902.32,0
Burrendong,26/03/1960,249920,986.68,0
Burrendong,27/03/1960,249500,1001.5,0
Burrendong,28/03/1960,249600,819.21,0
Burrendong,29/03/1960,249800,776.23,0
Burrendong,30/03/1960,250260,448.42,0
Burrendong,31/03/1960,250650,432.01,0
Burrendong,01/04/1960,250960,418.52,0
Burrendong,02/04/1960,251150,472.17,0
Burrendong,03/04/1960,251260,480.92,0
Burrendong,04/04/1960,251310,486,0
Burrendong,05/04/1960,251280,495.62,0
Burrendong,06/04/1960,250940,727.59,0
Burrendong,07/04/1960,250340,864.29,0
Burrendong,08/04/1960,249650,860.71,0
Burrendong,09/04/1960,248870,864.62,0
Burrendong,10/04/1960,248060,853.77,0
Burrendong,11/04/1960,247290,861.68,0
Burrendong,12/04/1960,246500,861.39,0
Burrendong,13/04/1960,245850,865.43,0
Burrendong,14/04/1960,245600,826.66,0
Burrendong,15/04/1960,245750,814.64,0
Burrendong,16/04/1960,245960,795.24,0
Burrendong,17/04/1960,246190,702.42,0
Burrendong,18/04/1960,246250,797.4,0
Burrendong,19/04/1960,246290,820.24,0
Burrendong,20/04/1960,246110,821.9,0
Burrendong,21/04/1960,247320,809.77,0
Burrendong,22/04/1960,248890,518.04,0
Burrendong,23/04/1960,250510,462.13,0
Burrendong,24/04/1960,252110,293.3,0
Burrendong,25/04/1960,253100,451.2,0
Burrendong,26/04/1960,253630,551.38,0
Burrendong,27/04/1960,253930,583.98,0
Burrendong,28/04/1960,254000,611.44,0
Burrendong,29/04/1960,254050,519.99,0
Burrendong,30/04/1960,254000,539.1,0
Burrendong,01/05/1960,254650,518.86,0
Burrendong,02/05/1960,255340,421.13,0
Burrendong,03/05/1960,256490,401.86,0
Burrendong,04/05/1960,257740,397.02,0
Burrendong,05/05/1960,258800,417.38,0
Burrendong,06/05/1960,259830,422.27,0
Burrendong,07/05/1960,260640,423.79,0
Burrendong,08/05/1960,261610,432.54,0
Burrendong,09/05/1960,262680,432.15,0
Burrendong,10/05/1960,263640,441.96,0
Burrendong,11/05/1960,264400,445.12,0
Burrendong,12/05/1960,265880,439.62,0
Burrendong,13/05/1960,267770,389.81,0
Burrendong,14/05/1960,271000,354.57,0
Burrendong,15/05/1960,275170,0,0
Burrendong,16/05/1960,279060,0,0
Burrendong,17/05/1960,281880,0,0
Burrendong,18/05/1960,284250,0,0
Burrendong,19/05/1960,286460,0,0
Burrendong,20/05/1960,288830,9.87,0
Burrendong,21/05/1960,291460,110.41,0
Burrendong,22/05/1960,293860,183.27,0
Burrendong,23/05/1960,295920,223.1,0
Burrendong,24/05/1960,297670,240.3,0
Burrendong,25/05/1960,299110,259.35,0
Burrendong,26/05/1960,300340,274.91,0
Burrendong,27/05/1960,301410,289.72,0
Burrendong,28/05/1960,302420,232.51,0
Burrendong,29/05/1960,303310,235.77,0
Burrendong,30/05/1960,304120,179.8,0
Burrendong,31/05/1960,304820,182.72,0
Burrendong,01/06/1960,305340,185.47,0
Burrendong,02/06/1960,305730,210.21,0
Burrendong,03/06/1960,306060,204.98,0
Burrendong,04/06/1960,306370,187.79,0
Burrendong,05/06/1960,306670,198.4,0
Burrendong,06/06/1960,307080,210.04,0
Burrendong,07/06/1960,307840,220.74,0
Burrendong,08/06/1960,308950,221.4,0
Burrendong,09/06/1960,310290,224.2,0
Burrendong,10/06/1960,311380,201.42,0
Burrendong,11/06/1960,312370,217.08,0
Burrendong,12/06/1960,313220,226.84,0
Burrendong,13/06/1960,314020,203.57,0
Burrendong,14/06/1960,314740,204.29,0
Burrendong,15/06/1960,315370,215.24,0
Burrendong,16/06/1960,316060,219.03,0
Burrendong,17/06/1960,316820,199.82,0
Burrendong,18/06/1960,317570,217.31,0
Burrendong,19/06/1960,318150,223.58,0
Burrendong,20/06/1960,318630,158.59,0
Burrendong,21/06/1960,319070,113.17,0
Burrendong,22/06/1960,319420,138.95,0
Burrendong,23/06/1960,319740,158.59,0
Burrendong,24/06/1960,320150,171.33,0
Burrendong,25/06/1960,320630,186.97,0
Burrendong,26/06/1960,321020,196.12,0
Burrendong,27/06/1960,321280,202.76,0
Burrendong,28/06/1960,321450,216.46,0
Burrendong,29/06/1960,321550,216.26,0
Burrendong,30/06/1960,321630,216.04,0
Burrendong,01/07/1960,321650,254.96,0
Burrendong,02/07/1960,321660,236.15,0
Burrendong,03/07/1960,321730,260.4,0
Burrendong,04/07/1960,322970,197.24,0
Burrendong,05/07/1960,325840,0,0
Burrendong,06/07/1960,329070,0,0
Burrendong,07/07/1960,331360,0,0
Burrendong,08/07/1960,333080,0,0
Burrendong,09/07/1960,334880,0,0
Burrendong,10/07/1960,338160,0,0
Burrendong,11/07/1960,343480,0,0
Burrendong,12/07/1960,350280,0,0
Burrendong,13/07/1960,358830,0,0
Burrendong,14/07/1960,365820,0,0
Burrendong,15/07/1960,371690,0,0
Burrendong,16/07/1960,376800,0,0
Burrendong,17/07/1960,380490,0,0
Burrendong,18/07/1960,383710,0,0
Burrendong,19/07/1960,387280,0,0
Burrendong,20/07/1960,392390,0,0
Burrendong,21/07/1960,398780,0,0
Burrendong,22/07/1960,404410,0,0
Burrendong,23/07/1960,408890,0,0
Burrendong,24/07/1960,413680,0,0
Burrendong,25/07/1960,417650,0,0
Burrendong,26/07/1960,420650,0,0
Burrendong,27/07/1960,423160,0,0
Burrendong,28/07/1960,425220,0,0
Burrendong,29/07/1960,426950,0,0
Burrendong,30/07/1960,428330,0,0
Burrendong,31/07/1960,430420,0,0
Burrendong,01/08/1960,509540,0,0
Burrendong,02/08/1960,635580,0,0
Burrendong,03/08/1960,697940,0,0
Burrendong,04/08/1960,729840,0,0
Burrendong,05/08/1960,751820,0,0
Burrendong,06/08/1960,766970,0,0
Burrendong,07/08/1960,778710,0,0
Burrendong,08/08/1960,787930,0,0
Burrendong,09/08/1960,795260,0,0
Burrendong,10/08/1960,801630,0,0
Burrendong,11/08/1960,806670,0,0
Burrendong,12/08/1960,811510,0,0
Burrendong,13/08/1960,816640,0,0
Burrendong,14/08/1960,819730,2978,0
Burrendong,15/08/1960,825370,1108.1,0
Burrendong,16/08/1960,831090,878.27,0
Burrendong,17/08/1960,835280,2334.2,0
Burrendong,18/08/1960,837980,2955.7,0
Burrendong,19/08/1960,840340,3302.4,0
Burrendong,20/08/1960,841720,3517.4,0
Burrendong,21/08/1960,843350,3624.1,0
Burrendong,22/08/1960,845940,3640.6,0
Burrendong,23/08/1960,846020,3588,0
Burrendong,24/08/1960,845120,3837.4,0
Burrendong,25/08/1960,844510,3108.7,0
Burrendong,26/08/1960,844090,2668.5,0
Burrendong,27/08/1960,843670,2423.8,0
Burrendong,28/08/1960,843270,2172.3,0
Burrendong,29/08/1960,842950,1947.1,0
Burrendong,30/08/1960,842590,1862.5,0
Burrendong,31/08/1960,843880,128.04,0
Burrendong,01/09/1960,843840,1347.7,0
Burrendong,02/09/1960,844800,270.78,0
Burrendong,03/09/1960,845480,500.37,0
Burrendong,04/09/1960,846290,314.32,0
Burrendong,05/09/1960,847150,335.92,0
Burrendong,06/09/1960,847620,571.51,0
Burrendong,07/09/1960,845400,3205.6,0
Burrendong,08/09/1960,847750,276.79,0
Burrendong,09/09/1960,849010,1737.9,0
Burrendong,10/09/1960,853900,1.14,0
Burrendong,11/09/1960,858260,1.13,0
Burrendong,12/09/1960,860540,911.94,0
Burrendong,13/09/1960,860650,2399.9,0
Burrendong,14/09/1960,860410,2814,0
Burrendong,15/09/1960,859460,3604.7,0
Burrendong,16/09/1960,860600,883.89,0
Burrendong,17/09/1960,860880,1779.9,0
Burrendong,18/09/1960,860810,2072.9,0
Burrendong,19/09/1960,861810,566.7,0
Burrendong,20/09/1960,863190,0,0
Burrendong,21/09/1960,864440,0,0
Burrendong,22/09/1960,866080,0.12,0
Burrendong,23/09/1960,868590,0,0
Burrendong,24/09/1960,872300,521.44,0
Burrendong,25/09/1960,880150,0.18,0
Burrendong,26/09/1960,894210,0,0
Burrendong,27/09/1960,911480,2137.6,0
Burrendong,28/09/1960,922090,5612.9,0
Burrendong,29/09/1960,925680,7800.7,0
Burrendong,30/09/1960,927320,7806,0
Burrendong,01/10/1960,927270,7808.5,0
Burrendong,02/10/1960,925680,7808.4,0
Burrendong,03/10/1960,922890,7806,0
Burrendong,04/10/1960,921820,5184,0
Burrendong,05/10/1960,923490,1941.3,0
Burrendong,06/10/1960,925380,986.46,0
Burrendong,07/10/1960,925910,1901.8,0
Burrendong,08/10/1960,926560,1407.8,0
Burrendong,09/10/1960,926840,1491.1,0
Burrendong,10/10/1960,926520,1867,0
Burrendong,11/10/1960,925240,2803.2,0
Burrendong,12/10/1960,923720,2764.6,0
Burrendong,13/10/1960,919750,5105.1,0
Burrendong,14/10/1960,917260,3533.5,0
Burrendong,15/10/1960,912730,5512.2,0
Burrendong,16/10/1960,908090,5546.5,0
Burrendong,17/10/1960,903350,5595.7,0
Burrendong,18/10/1960,901010,3673.9,0
Burrendong,19/10/1960,897030,5172.5,0
Burrendong,20/10/1960,894750,5043.4,0
Burrendong,21/10/1960,892710,5049.5,0
Burrendong,22/10/1960,888990,5245.2,0
Burrendong,23/10/1960,885550,5037.2,0
Burrendong,24/10/1960,882350,5146.7,0
Burrendong,25/10/1960,877970,5859.7,0
Burrendong,26/10/1960,873640,5640.8,0
Burrendong,27/10/1960,868960,5705.9,0
Burrendong,28/10/1960,864230,5637.3,0
Burrendong,29/10/1960,859470,5578.8,0
Burrendong,30/10/1960,855350,4875.6,0
Burrendong,31/10/1960,851500,4844.6,0
Burrendong,01/11/1960,849280,2787.5,0
Burrendong,02/11/1960,847510,2306.2,0
Burrendong,03/11/1960,845850,2158.1,0
Burrendong,04/11/1960,844340,1979.2,0
Burrendong,05/11/1960,842900,1893.5,0
Burrendong,06/11/1960,841430,1904.5,0
Burrendong,07/11/1960,839940,1908.9,0
Burrendong,08/11/1960,836530,3800.2,0
Burrendong,09/11/1960,833080,3831.3,0
Burrendong,10/11/1960,829610,3832.5,0
Burrendong,11/11/1960,826120,3848,0
Burrendong,12/11/1960,822610,3855.5,0
Burrendong,13/11/1960,819110,3855.4,0
Burrendong,14/11/1960,815930,3857.5,0
Burrendong,15/11/1960,812410,3865.2,0
Burrendong,16/11/1960,808870,3871.1,0
Burrendong,17/11/1960,805320,3852.3,0
Burrendong,18/11/1960,803060,3845,0
Burrendong,19/11/1960,800730,2731.8,0
Burrendong,20/11/1960,799110,2070.7,0
Burrendong,21/11/1960,797940,2186.7,0
Burrendong,22/11/1960,798710,2023.4,0
Burrendong,23/11/1960,800530,1749,0
Burrendong,24/11/1960,802730,1920,0
Burrendong,25/11/1960,801740,2702,0
Burrendong,26/11/1960,800720,2291.9,0
Burrendong,27/11/1960,799280,2414,0
Burrendong,28/11/1960,797570,2513.2,0
Burrendong,29/11/1960,794810,3442.9,0
Burrendong,30/11/1960,791780,3611.8,0
Burrendong,01/12/1960,788250,3855,0
Burrendong,02/12/1960,786140,2385.5,0
Burrendong,03/12/1960,784290,4256.2,0
Burrendong,04/12/1960,784010,4216.6,0
Burrendong,05/12/1960,788930,4893.3,0
Burrendong,06/12/1960,791390,4881.3,0
Burrendong,07/12/1960,790400,5359.3,0
Burrendong,08/12/1960,788120,5535.3,0
Burrendong,09/12/1960,784850,5668.7,0
Burrendong,10/12/1960,781060,5613.3,0
Burrendong,11/12/1960,776870,5577.1,0
Burrendong,12/12/1960,772420,5535,0
Burrendong,13/12/1960,768190,5136.2,0
Burrendong,14/12/1960,764340,5171.4,0
Burrendong,15/12/1960,760240,5484.7,0
Burrendong,16/12/1960,756640,5309,0
Burrendong,17/12/1960,752540,5358.2,0
Burrendong,18/12/1960,748010,5678.8,0
Burrendong,19/12/1960,743260,5644.8,0
Burrendong,20/12/1960,738310,5709.7,0
Burrendong,21/12/1960,733200,5767.2,0
Burrendong,22/12/1960,727980,5804.8,0
Burrendong,23/12/1960,722590,5892.1,0
Burrendong,24/12/1960,717110,5917,0
Burrendong,25/12/1960,711370,6135.6,0
Burrendong,26/12/1960,705980,6008.4,0
Burrendong,27/12/1960,701140,5774.8,0
Burrendong,28/12/1960,696490,5757.1,0
Burrendong,29/12/1960,690790,6413,0
Burrendong,30/12/1960,684260,7016.6,0
Burrendong,31/12/1960,677630,7072.8,0
Burrendong,01/01/1961,670940,7080.8,0
Burrendong,02/01/1961,665020,6418.8,0
Burrendong,03/01/1961,663900,6313.6,0
Burrendong,04/01/1961,663430,6214.7,0
Burrendong,05/01/1961,662810,5951.9,0
Burrendong,06/01/1961,659340,5960,0
Burrendong,07/01/1961,655100,6028.7,0
Burrendong,08/01/1961,650390,6043,0
Burrendong,09/01/1961,645350,6073.3,0
Burrendong,10/01/1961,640090,6100.9,0
Burrendong,11/01/1961,634680,6113.7,0
Burrendong,12/01/1961,629160,6118.9,0
Burrendong,13/01/1961,623860,6099.5,0
Burrendong,14/01/1961,618250,6125.5,0
Burrendong,15/01/1961,612650,6133.4,0
Burrendong,16/01/1961,606990,6136.3,0
Burrendong,17/01/1961,601250,6141.6,0
Burrendong,18/01/1961,595450,6143.5,0
Burrendong,19/01/1961,589610,6143.1,0
Burrendong,20/01/1961,583760,6146.4,0
Burrendong,21/01/1961,577880,6148.1,0
Burrendong,22/01/1961,571980,6145.4,0
Burrendong,23/01/1961,566520,5700.4,0
Burrendong,24/01/1961,561050,5682.4,0
Burrendong,25/01/1961,555730,5509.3,0
Burrendong,26/01/1961,550510,5398.7,0
Burrendong,27/01/1961,545220,5438.4,0
Burrendong,28/01/1961,540240,5111,0
Burrendong,29/01/1961,535400,4962.8,0
Burrendong,30/01/1961,531600,3912.8,0
Burrendong,31/01/1961,527840,3835,0
Burrendong,01/02/1961,524210,3816.8,0
Burrendong,02/02/1961,520560,3819.9,0
Burrendong,03/02/1961,516900,3822,0
Burrendong,04/02/1961,513220,3816.6,0
Burrendong,05/02/1961,509540,3819,0
Burrendong,06/02/1961,505840,3816.8,0
Burrendong,07/02/1961,502340,3804.2,0
Burrendong,08/02/1961,498680,3762.2,0
Burrendong,09/02/1961,495100,3781.6,0
Burrendong,10/02/1961,491390,3790.3,0
Burrendong,11/02/1961,487670,3792.1,0
Burrendong,12/02/1961,483960,3768.3,0
Burrendong,13/02/1961,480240,3770.4,0
Burrendong,14/02/1961,476510,3765.2,0
Burrendong,15/02/1961,472780,3768,0
Burrendong,16/02/1961,469030,3773.2,0
Burrendong,17/02/1961,465280,3772.6,0
Burrendong,18/02/1961,461510,3770.3,0
Burrendong,19/02/1961,458120,3752.7,0
Burrendong,20/02/1961,454540,3592,0
Burrendong,21/02/1961,450990,3561.3,0
Burrendong,22/02/1961,447830,3159.1,0
Burrendong,23/02/1961,444850,2964.5,0
Burrendong,24/02/1961,442040,2939.8,0
Burrendong,25/02/1961,439760,2643.1,0
Burrendong,26/02/1961,437350,2427.9,0
Burrendong,27/02/1961,435910,1448,0
Burrendong,28/02/1961,434590,1294.2,0
Burrendong,01/03/1961,436700,1231.5,0
Burrendong,02/03/1961,438080,923.33,0
Burrendong,03/03/1961,439700,946.58,0
Burrendong,04/03/1961,439570,764.84,0
Burrendong,05/03/1961,439100,866.07,0
Burrendong,06/03/1961,438560,825.38,0
Burrendong,07/03/1961,437920,842.77,0
Burrendong,08/03/1961,437160,903.69,0
Burrendong,09/03/1961,436300,957.48,0
Burrendong,10/03/1961,435400,987.04,0
Burrendong,11/03/1961,434420,1018.9,0
Burrendong,12/03/1961,433180,1272.9,0
Burrendong,13/03/1961,431960,1233,0
Burrendong,14/03/1961,430710,1243.6,0
Burrendong,15/03/1961,429450,1242.6,0
Burrendong,16/03/1961,428140,1276.3,0
Burrendong,17/03/1961,426770,1311.5,0
Burrendong,18/03/1961,425410,1308.8,0
Burrendong,19/03/1961,424010,1325.5,0
Burrendong,20/03/1961,422580,1346.5,0
Burrendong,21/03/1961,420960,1522.8,0
Burrendong,22/03/1961,419330,1528.9,0
Burrendong,23/03/1961,417790,1429.8,0
Burrendong,24/03/1961,416250,1414.6,0
Burrendong,25/03/1961,416070,859.42,0
Burrendong,26/03/1961,415500,861.24,0
Burrendong,27/03/1961,414860,815.13,0
Burrendong,28/03/1961,414460,396.96,0
Burrendong,29/03/1961,414320,428.19,0
Burrendong,30/03/1961,414420,382.83,0
Burrendong,31/03/1961,414200,348.18,0
Burrendong,01/04/1961,414070,379.55,0
Burrendong,02/04/1961,413780,400.43,0
Burrendong,03/04/1961,413310,508.7,0
Burrendong,04/04/1961,412570,724.53,0
Burrendong,05/04/1961,411800,727.9,0
Burrendong,06/04/1961,411000,732,0
Burrendong,07/04/1961,410190,728.49,0
Burrendong,08/04/1961,409370,736.54,0
Burrendong,09/04/1961,408550,734.8,0
Burrendong,10/04/1961,407720,733.9,0
Burrendong,11/04/1961,406880,736.91,0
Burrendong,12/04/1961,406040,735.56,0
Burrendong,13/04/1961,405540,727.89,0
Burrendong,14/04/1961,404770,670.79,0
Burrendong,15/04/1961,403990,679.43,0
Burrendong,16/04/1961,403210,681.88,0
Burrendong,17/04/1961,402410,702.9,0
Burrendong,18/04/1961,401600,703.45,0
Burrendong,19/04/1961,400790,706.44,0
Burrendong,20/04/1961,399970,706.57,0
Burrendong,21/04/1961,399160,702.72,0
Burrendong,22/04/1961,398370,678.43,0
Burrendong,23/04/1961,397620,640.4,0
Burrendong,24/04/1961,398520,636.15,0
Burrendong,25/04/1961,399120,0,0
Burrendong,26/04/1961,398980,615.26,0
Burrendong,27/04/1961,398840,640.33,0
Burrendong,28/04/1961,398530,718.01,0
Burrendong,29/04/1961,398190,683.72,0
Burrendong,30/04/1961,398200,217.72,0
Burrendong,01/05/1961,398180,267,0
Burrendong,02/05/1961,398100,285.11,0
Burrendong,03/05/1961,397940,318.89,0
Burrendong,04/05/1961,397800,340.96,0
Burrendong,05/05/1961,397550,361.21,0
Burrendong,06/05/1961,397280,374.6,0
Burrendong,07/05/1961,396970,389.67,0
Burrendong,08/05/1961,396670,395.52,0
Burrendong,09/05/1961,396360,406.55,0
Burrendong,10/05/1961,396030,410.98,0
Burrendong,11/05/1961,395680,417.98,0
Burrendong,12/05/1961,395320,420.74,0
Burrendong,13/05/1961,394940,425.33,0
Burrendong,14/05/1961,394540,432.6,0
Burrendong,15/05/1961,394140,438.51,0
Burrendong,16/05/1961,393740,439.21,0
Burrendong,17/05/1961,393340,444.04,0
Burrendong,18/05/1961,392930,439.74,0
Burrendong,19/05/1961,392520,446.74,0
Burrendong,20/05/1961,392090,444.84,0
Burrendong,21/05/1961,391650,445.58,0
Burrendong,22/05/1961,391210,444.28,0
Burrendong,23/05/1961,390770,448.2,0
Burrendong,24/05/1961,390350,424.79,0
Burrendong,25/05/1961,389920,423.84,0
Burrendong,26/05/1961,389490,423.24,0
Burrendong,27/05/1961,389060,423.5,0
Burrendong,28/05/1961,388710,344.02,0
Burrendong,29/05/1961,388360,347.34,0
Burrendong,30/05/1961,388060,276.89,0
Burrendong,31/05/1961,387780,272.52,0
Burrendong,01/06/1961,387490,279.82,0
Burrendong,02/06/1961,387250,310.25,0
Burrendong,03/06/1961,387260,304.45,0
Burrendong,04/06/1961,387630,265.38,0
Burrendong,05/06/1961,387450,258.32,0
Burrendong,06/06/1961,387410,260.91,0
Burrendong,07/06/1961,387360,269.74,0
Burrendong,08/06/1961,387330,237.39,0
Burrendong,09/06/1961,387190,230.81,0
Burrendong,10/06/1961,387000,244.56,0
Burrendong,11/06/1961,386830,262.54,0
Burrendong,12/06/1961,386670,280.15,0
Burrendong,13/06/1961,386530,283.4,0
Burrendong,14/06/1961,386300,288.45,0
Burrendong,15/06/1961,386050,289.81,0
Burrendong,16/06/1961,385780,289.37,0
Burrendong,17/06/1961,385500,283.12,0
Burrendong,18/06/1961,385220,291.38,0
Burrendong,19/06/1961,385210,285.04,0
Burrendong,20/06/1961,385030,317.47,0
Burrendong,21/06/1961,384910,299.6,0
Burrendong,22/06/1961,384680,539,0
Burrendong,23/06/1961,384530,329.15,0
Burrendong,24/06/1961,384400,308.04,0
Burrendong,25/06/1961,384340,258.55,0
Burrendong,26/06/1961,384240,268.99,0
Burrendong,27/06/1961,384090,291.32,0
Burrendong,28/06/1961,383940,260.22,0
Burrendong,29/06/1961,383770,260.54,0
Burrendong,30/06/1961,383570,267.55,0
Burrendong,01/07/1961,383480,232.72,0
Burrendong,02/07/1961,383640,226.48,0
Burrendong,03/07/1961,384000,222.36,0
Burrendong,04/07/1961,384180,164.81,0
Burrendong,05/07/1961,384340,150.41,0
Burrendong,06/07/1961,384410,154.86,0
Burrendong,07/07/1961,384810,179.01,0
Burrendong,08/07/1961,384970,742.71,0
Burrendong,09/07/1961,384780,1163.1,0
Burrendong,10/07/1961,384920,1181,0
Burrendong,11/07/1961,384530,1283.5,0
Burrendong,12/07/1961,384340,945.24,0
Burrendong,13/07/1961,384120,851.43,0
Burrendong,14/07/1961,383860,780.8,0
Burrendong,15/07/1961,383600,698.17,0
Burrendong,16/07/1961,383830,150.76,0
Burrendong,17/07/1961,383990,169.52,0
Burrendong,18/07/1961,384090,183.19,0
Burrendong,19/07/1961,384160,187.27,0
Burrendong,20/07/1961,384190,196.72,0
Burrendong,21/07/1961,384190,206.45,0
Burrendong,22/07/1961,384170,201.77,0
Burrendong,23/07/1961,384400,199.98,0
Burrendong,24/07/1961,387880,0,0
Burrendong,25/07/1961,392760,0,0
Burrendong,26/07/1961,396000,0,0
Burrendong,27/07/1961,398390,0,0
Burrendong,28/07/1961,400230,0,0
Burrendong,29/07/1961,401840,0,0
Burrendong,30/07/1961,403290,129.87,0
Burrendong,31/07/1961,404770,0,0
Burrendong,01/08/1961,406050,203.05,0
Burrendong,02/08/1961,407020,165.77,0
Burrendong,03/08/1961,407720,230.18,0
Burrendong,04/08/1961,408260,235.64,0
Burrendong,05/08/1961,408920,21.57,0
Burrendong,06/08/1961,409440,74.54,0
Burrendong,07/08/1961,409570,389.77,0
Burrendong,08/08/1961,409620,421.19,0
Burrendong,09/08/1961,409560,443.69,0
Burrendong,10/08/1961,412380,290.07,0
Burrendong,11/08/1961,418200,0,0
Burrendong,12/08/1961,424080,0,0
Burrendong,13/08/1961,427040,0,0
Burrendong,14/08/1961,429000,0,0
Burrendong,15/08/1961,430380,0,0
Burrendong,16/08/1961,431410,0,0
Burrendong,17/08/1961,439820,0,0
Burrendong,18/08/1961,454810,0,0
Burrendong,19/08/1961,472330,0,0
Burrendong,20/08/1961,484800,0,0
Burrendong,21/08/1961,490120,0,0
Burrendong,22/08/1961,495320,0,0
Burrendong,23/08/1961,500040,0,0
Burrendong,24/08/1961,503100,0,0
Burrendong,25/08/1961,504850,972.03,0
Burrendong,26/08/1961,506450,1005.6,0
Burrendong,27/08/1961,507510,1293,0
Burrendong,28/08/1961,508290,2113.5,0
Burrendong,29/08/1961,510080,0,0
Burrendong,30/08/1961,511920,0,0
Burrendong,31/08/1961,513630,0,0
Burrendong,01/09/1961,514860,1.14,0
Burrendong,02/09/1961,515200,662.52,0
Burrendong,03/09/1961,516620,1.14,0
Burrendong,04/09/1961,518440,1.14,0
Burrendong,05/09/1961,518900,956.4,0
Burrendong,06/09/1961,519460,523.96,0
Burrendong,07/09/1961,519650,729.33,0
Burrendong,08/09/1961,519800,650.35,0
Burrendong,09/09/1961,518920,1575.9,0
Burrendong,10/09/1961,517890,1642.9,0
Burrendong,11/09/1961,516890,1533.8,0
Burrendong,12/09/1961,516610,773.79,0
Burrendong,13/09/1961,516550,512.99,0
Burrendong,14/09/1961,516230,803.06,0
Burrendong,15/09/1961,515750,842.05,0
Burrendong,16/09/1961,516070,30.77,0
Burrendong,17/09/1961,515960,431.66,0
Burrendong,18/09/1961,515970,294.54,0
Burrendong,19/09/1961,516080,171.39,0
Burrendong,20/09/1961,516270,88.52,0
Burrendong,21/09/1961,516370,132.49,0
Burrendong,22/09/1961,516420,166.18,0
Burrendong,23/09/1961,515120,1490.4,0
Burrendong,24/09/1961,514240,1050,0
Burrendong,25/09/1961,513030,1372.2,0
Burrendong,26/09/1961,511640,1537,0
Burrendong,27/09/1961,509900,1874.7,0
Burrendong,28/09/1961,508300,1720.5,0
Burrendong,29/09/1961,506310,2110,0
Burrendong,30/09/1961,504190,2231.7,0
Burrendong,01/10/1961,502690,1550.3,0
Burrendong,02/10/1961,501120,1613.1,0
Burrendong,03/10/1961,499540,1622.2,0
Burrendong,04/10/1961,497940,1633.1,0
Burrendong,05/10/1961,496330,1634.9,0
Burrendong,06/10/1961,494800,1632.9,0
Burrendong,07/10/1961,493180,1642.9,0
Burrendong,08/10/1961,491540,1651.4,0
Burrendong,09/10/1961,489870,1664.6,0
Burrendong,10/10/1961,488200,1675.1,0
Burrendong,11/10/1961,486650,1684,0
Burrendong,12/10/1961,484480,2170.3,0
Burrendong,13/10/1961,482010,2451,0
Burrendong,14/10/1961,479550,2454.3,0
Burrendong,15/10/1961,477070,2466.7,0
Burrendong,16/10/1961,474540,2503.5,0
Burrendong,17/10/1961,472630,2500.5,0
Burrendong,18/10/1961,471140,1649.5,0
Burrendong,19/10/1961,469610,1648.8,0
Burrendong,20/10/1961,468100,1660.6,0
Burrendong,21/10/1961,465940,2155.8,0
Burrendong,22/10/1961,465160,2399.8,0
Burrendong,23/10/1961,469520,2121,0
Burrendong,24/10/1961,472070,2199.2,0
Burrendong,25/10/1961,472070,2051.7,0
Burrendong,26/10/1961,471000,2204.9,0
Burrendong,27/10/1961,469990,1837.3,0
Burrendong,28/10/1961,468960,1649.4,0
Burrendong,29/10/1961,467800,1638.4,0
Burrendong,30/10/1961,466960,1209.6,0
Burrendong,31/10/1961,466050,1216.2,0
Burrendong,01/11/1961,465020,1233.5,0
Burrendong,02/11/1961,463940,1248.9,0
Burrendong,03/11/1961,462890,1201.8,0
Burrendong,04/11/1961,462160,998.41,0
Burrendong,05/11/1961,461850,1060.2,0
Burrendong,06/11/1961,462090,659.64,0
Burrendong,07/11/1961,462140,444.66,0
Burrendong,08/11/1961,462810,496.09,0
Burrendong,09/11/1961,463770,566.39,0
Burrendong,10/11/1961,464000,690.5,0
Burrendong,11/11/1961,464100,751.73,0
Burrendong,12/11/1961,464080,783.3,0
Burrendong,13/11/1961,463230,1497.9,0
Burrendong,14/11/1961,461970,1763.8,0
Burrendong,15/11/1961,461180,1178.7,0
Burrendong,16/11/1961,460720,1091.3,0
Burrendong,17/11/1961,460670,811.55,0
Burrendong,18/11/1961,468960,0.89,0
Burrendong,19/11/1961,483360,0,0
Burrendong,20/11/1961,505580,0,0
Burrendong,21/11/1961,528790,0,0
Burrendong,22/11/1961,551550,0,0
Burrendong,23/11/1961,574420,0,0
Burrendong,24/11/1961,593290,0,0
Burrendong,25/11/1961,596680,3438.1,0
Burrendong,26/11/1961,601550,0,0
Burrendong,27/11/1961,605940,0,0
Burrendong,28/11/1961,609270,0,0
Burrendong,29/11/1961,611740,0,0
Burrendong,30/11/1961,616600,0,0
Burrendong,01/12/1961,619890,301.98,0
