Basin_name,Category,AL,WaterType,purpose_des,WSP,WS,ShareComponent,Purpose,Long,Lat
Macquarie,DOMESTIC AND STOCK,80AL701297,REG,STOCK,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,C,148.393981,-32.197423
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701299,REG,STOCK,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,39,C,149.279345,-32.488328
Macquarie,SUPPLEMENTARY WATER,80AL701300,REG,STOCK,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3,C,149.279345,-32.488328
Macquarie,DOMESTIC AND STOCK,80AL701301,REG,STOCK,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,C,149.279345,-32.488328
Macquarie,SUPPLEMENTARY WATER,80AL701304,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.8,J,147.861262,-31.723537
Macquarie,DOMESTIC AND STOCK,80AL701305,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,147.861262,-31.723537
Macquarie,DOMESTIC AND STOCK[DOMESTIC],80AL701307,REG,DOMESTIC,DOMESTIC AND STOCK[DOMESTIC],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3,J,149.689379,-32.668589
Macquarie,SUPPLEMENTARY WATER,80AL701310,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,20.6,I,148.6062332,-32.2197308
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701312,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,160,I,148.614439,-32.2103999
Macquarie,SUPPLEMENTARY WATER,80AL701313,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.2,I,148.614439,-32.2103999
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701319,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,10,I,148.2408059,-32.1559035
Macquarie,SUPPLEMENTARY WATER,80AL701320,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,I,148.2504303,-32.1618255
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701325,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,100,I,147.381349,-31.461776
Macquarie,SUPPLEMENTARY WATER,80AL701326,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,7.6,I,147.381349,-31.461776
Macquarie,REGULATED RIVER (HIGH SECURITY)[RESEARCH],80AL701329,REG,EXPERIMENTAL/RESEARCH,REGULATED RIVER (HIGH SECURITY)[RESEARCH],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1,X,149.781954,-32.745725
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701331,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,148.240674,-32.209284
Macquarie,SUPPLEMENTARY WATER,80AL701332,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.3,I,148.240674,-32.209284
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701334,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,729,I,149.46993,-32.414247
Macquarie,SUPPLEMENTARY WATER,80AL701335,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,55.6,I,149.46993,-32.414247
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701337,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,44,I,147.387054,-31.383753
Macquarie,SUPPLEMENTARY WATER,80AL701338,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3.4,I,147.387054,-31.383753
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701340,REG,HORTICULTURE,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,M,148.24245,-32.181993
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701342,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5012,I,148.2491349,-32.1749092
Macquarie,SUPPLEMENTARY WATER,80AL701343,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,497,I,148.2491349,-32.1749092
Macquarie,DOMESTIC AND STOCK,80AL701344,REG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,I,148.2491349,-32.1749092
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701349,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,252,J,149.657764,-32.634059
Macquarie,SUPPLEMENTARY WATER,80AL701350,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,19.2,J,149.657764,-32.634059
Macquarie,DOMESTIC AND STOCK,80AL701351,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,149.657764,-32.634059
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701353,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,71,I,147.784291,-31.68922
Macquarie,SUPPLEMENTARY WATER,80AL701354,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5.4,I,147.784291,-31.68922
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701356,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,78,I,148.422598,-32.177912
Macquarie,SUPPLEMENTARY WATER,80AL701357,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,6,I,148.422598,-32.177912
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701364,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,61,I,149.707875,-32.688057
Macquarie,SUPPLEMENTARY WATER,80AL701365,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4.7,I,149.707875,-32.688057
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701367,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,243,I,149.573004,-32.520381
Macquarie,SUPPLEMENTARY WATER,80AL701368,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,18.5,I,149.573004,-32.520381
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701370,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,243,I,149.46487,-32.37284
Macquarie,SUPPLEMENTARY WATER,80AL701371,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,18.5,I,149.46487,-32.37284
Macquarie,SUPPLEMENTARY WATER,80AL701374,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2.3,I,147.726023,-31.486574
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701376,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,22,I,148.592675,-32.257101
Macquarie,SUPPLEMENTARY WATER,80AL701377,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1.7,I,148.592675,-32.257101
Macquarie,DOMESTIC AND STOCK,80AL701379,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.611731,-32.226434
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701381,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,25,I,148.378652,-32.212375
Macquarie,SUPPLEMENTARY WATER,80AL701382,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1.9,I,148.378652,-32.212375
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701384,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,40,J,149.662785,-32.640234
Macquarie,SUPPLEMENTARY WATER,80AL701385,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3.1,J,149.662785,-32.640234
Macquarie,DOMESTIC AND STOCK,80AL701386,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,149.662785,-32.640234
Macquarie,SUPPLEMENTARY WATER,80AL701389,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2.9,I,148.5123873,-32.1674893
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701392,REG,AQUACULTURE,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,29,T1,149.506811,-32.482008
Macquarie,REGULATED RIVER (HIGH SECURITY)[TOWN WATER SUPPLY],80AL701395,REG,IRRIGATION,REGULATED RIVER (HIGH SECURITY)[TOWN WATER SUPPLY],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,40,I,148.988425,-32.57925
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701396,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,20,I,148.988425,-32.57925
Macquarie,SUPPLEMENTARY WATER,80AL701397,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1.5,I,148.988425,-32.57925
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701406,REG,INDUSTRIAL,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,E,148.60269,-32.282952
Macquarie,DOMESTIC AND STOCK,80AL701407,REG,INDUSTRIAL,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,48,E,148.60269,-32.282952
Macquarie,SUPPLEMENTARY WATER,80AL701410,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,25.9,I,148.871366,-32.5074
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701412,REG,DOMESTIC,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,270,J,148.227571,-32.031188
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701413,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,19544,J,148.227403,-32.030868
Macquarie,SUPPLEMENTARY WATER,80AL701414,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1491.4,J,148.227403,-32.030868
Macquarie,DOMESTIC AND STOCK,80AL701415,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.227571,-32.031188
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701421,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,J,148.227571,-32.031188
Macquarie,SUPPLEMENTARY WATER,80AL701422,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,J,148.227571,-32.031188
Macquarie,DOMESTIC AND STOCK,80AL701423,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.227571,-32.031188
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701425,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,500,J,148.2491349,-32.1749092
Macquarie,SUPPLEMENTARY WATER,80AL701426,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,38.2,J,148.2491349,-32.1749092
Macquarie,DOMESTIC AND STOCK,80AL701427,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.2491349,-32.1749092
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701429,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,352,I,147.381349,-31.461776
Macquarie,SUPPLEMENTARY WATER,80AL701430,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,26.9,I,147.381349,-31.461776
Macquarie,DOMESTIC AND STOCK,80AL701432,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,149.500263,-32.480608
Macquarie,SUPPLEMENTARY WATER,80AL701438,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2.3,I,147.816024,-31.700722
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701440,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,648,I,147.502353,-31.518946
Macquarie,SUPPLEMENTARY WATER,80AL701441,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,49.5,I,147.502353,-31.518946
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701443,REG,COMMERCIAL,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,34,C1,149.275522,-32.44688
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701447,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,648,I,147.383529,-31.38112
Macquarie,SUPPLEMENTARY WATER,80AL701448,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,49.5,I,147.383529,-31.38112
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701451,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,180,J,149.275544,-32.446896
Macquarie,SUPPLEMENTARY WATER,80AL701456,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,35.3,J,147.633038,-31.203925
Macquarie,DOMESTIC AND STOCK,80AL701457,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,147.664475,-31.215638
Macquarie,SUPPLEMENTARY WATER,80AL701460,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,22.6,I,148.7949716,-32.4334592
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701462,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,48,I,147.615302,-30.951766
Macquarie,SUPPLEMENTARY WATER,80AL701463,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3.7,I,147.615302,-30.951766
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701465,REG,DOMESTIC,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2,J,148.6116823,-32.2242706
Macquarie,DOMESTIC AND STOCK,80AL701466,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.6116823,-32.2242706
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701480,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1642,I,147.5222,-31.536886
Macquarie,SUPPLEMENTARY WATER,80AL701481,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,125.3,I,147.5222,-31.536886
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701483,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,180,I,148.395484,-32.195693
Macquarie,SUPPLEMENTARY WATER,80AL701484,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,13.7,I,148.395484,-32.195693
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701486,REG,GRAPE VINES,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,55,M2,149.574484,-32.544025
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701487,REG,GRAPE VINES,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,119,M2,149.574484,-32.544025
Macquarie,SUPPLEMENTARY WATER,80AL701488,REG,GRAPE VINES,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,9.1,M2,149.574484,-32.544025
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701493,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2,I,148.611731,-32.226434
Macquarie,SUPPLEMENTARY WATER,80AL701494,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.2,I,148.611731,-32.226434
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701496,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,I,149.670588,-32.643814
Macquarie,SUPPLEMENTARY WATER,80AL701497,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1.2,I,149.670588,-32.643814
Macquarie,DOMESTIC AND STOCK,80AL701499,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.532372,-32.193225
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701504,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,10,I,149.75289,-32.699538
Macquarie,SUPPLEMENTARY WATER,80AL701505,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.8,I,149.75289,-32.699538
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701507,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,147.139345,-31.10485
Macquarie,SUPPLEMENTARY WATER,80AL701508,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.3,I,147.139345,-31.10485
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701510,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,40,J,147.818806,-31.672
Macquarie,SUPPLEMENTARY WATER,80AL701511,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2.3,J,147.818806,-31.672
Macquarie,DOMESTIC AND STOCK,80AL701512,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,147.818828,-31.672485
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701514,REG,GRAPE VINES,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,115,M2,149.738346,-32.694728
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701515,REG,GRAPE VINES,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,M2,149.738346,-32.694728
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701518,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,30,I,148.4542052,-32.187908
Macquarie,SUPPLEMENTARY WATER,80AL701519,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2.3,I,148.4542052,-32.187908
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701521,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,20,I,148.247071,-32.122371
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701524,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,130,I,149.643816,-32.623317
Macquarie,SUPPLEMENTARY WATER,80AL701525,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,9.9,I,149.643816,-32.623317
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701527,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,I,147.811195,-31.69941
Macquarie,SUPPLEMENTARY WATER,80AL701528,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.4,I,147.811195,-31.69941
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701530,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,I,147.777134,-31.683187
Macquarie,SUPPLEMENTARY WATER,80AL701531,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.4,I,147.777134,-31.683187
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701533,REG,STOCK,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1000,C,147.751877,-31.676912
Macquarie,SUPPLEMENTARY WATER,80AL701534,REG,STOCK,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,132.5,C,147.751877,-31.676912
Macquarie,DOMESTIC AND STOCK[STOCK],80AL701535,REG,STOCK,DOMESTIC AND STOCK[STOCK],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,C,147.751877,-31.676912
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701539,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12,I,148.239395,-32.223262
Macquarie,SUPPLEMENTARY WATER,80AL701540,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.9,I,148.239395,-32.223262
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701542,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,80,J,148.320475,-32.222428
Macquarie,SUPPLEMENTARY WATER,80AL701543,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,6.1,J,148.320475,-32.222428
Macquarie,DOMESTIC AND STOCK,80AL701544,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.320475,-32.222428
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701546,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,114,I,147.80821,-31.697194
Macquarie,SUPPLEMENTARY WATER,80AL701547,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8.7,I,147.80821,-31.697194
