Basin_name,Category,AL,WaterType,purpose_des,WSP,WS,ShareComponent,Purpose,Long,Lat
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701549,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,972,J,148.983526,-32.604392
Macquarie,SUPPLEMENTARY WATER,80AL701550,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,74.2,J,148.983526,-32.604392
Macquarie,DOMESTIC AND STOCK,80AL701551,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.983526,-32.604392
Macquarie,SUPPLEMENTARY WATER,80AL701554,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,6.1,I,148.5586312,-32.16295007
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701560,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,J,147.670347,-31.354358
Macquarie,SUPPLEMENTARY WATER,80AL701561,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8292.4,J,147.760233,-31.656584
Macquarie,DOMESTIC AND STOCK,80AL701562,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,173,J,147.670347,-31.354358
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701564,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,148.814063,-32.459535
Macquarie,SUPPLEMENTARY WATER,80AL701565,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.3,I,148.814063,-32.459535
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701567,REG,HORTICULTURE,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,20,M,148.247071,-32.122371
Macquarie,DOMESTIC AND STOCK,80AL701568,REG,HORTICULTURE,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,M,148.247071,-32.122371
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701570,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,148.8253414,-32.4664929
Macquarie,SUPPLEMENTARY WATER,80AL701571,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.3,I,148.8253414,-32.4664929
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701573,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,800,I,148.141434,-31.938888
Macquarie,SUPPLEMENTARY WATER,80AL701574,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,61.1,I,148.141434,-31.938888
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701576,REG,AUGMENTATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,500,L,147.819506,-31.672037
Macquarie,SUPPLEMENTARY WATER,80AL701577,REG,AUGMENTATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,152,L,147.819506,-31.672037
Macquarie,DOMESTIC AND STOCK,80AL701578,REG,AUGMENTATION,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,16,L,147.819506,-31.672037
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701587,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,347,I,148.222193,-32.076453
Macquarie,SUPPLEMENTARY WATER,80AL701588,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,39.2,I,148.222193,-32.076453
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701591,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,20,I,148.280425,-32.229836
Macquarie,SUPPLEMENTARY WATER,80AL701592,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1.5,I,148.237367,-32.212889
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701594,REG,STOCK,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,64,C,148.600998,-32.273508
Macquarie,SUPPLEMENTARY WATER,80AL701595,REG,STOCK,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4.9,C,148.600998,-32.273508
Macquarie,DOMESTIC AND STOCK[STOCK],80AL701596,REG,STOCK,DOMESTIC AND STOCK[STOCK],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,C,148.600998,-32.273508
Macquarie,DOMESTIC AND STOCK[STOCK],80AL701598,REG,STOCK,DOMESTIC AND STOCK[STOCK],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,C,148.491397,-32.191711
Macquarie,DOMESTIC AND STOCK,80AL701600,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,149.102617,-32.655439
Macquarie,DOMESTIC AND STOCK,80AL701602,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.588703,-32.171779
Macquarie,DOMESTIC AND STOCK,80AL701604,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.58884,-32.172291
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701611,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,I,147.853991,-31.722762
Macquarie,SUPPLEMENTARY WATER,80AL701612,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5.6,I,147.853991,-31.722762
Macquarie,DOMESTIC AND STOCK,80AL701613,REG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,I,147.853991,-31.722762
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701619,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,147.985667,-31.817091
Macquarie,SUPPLEMENTARY WATER,80AL701620,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.3,I,147.985667,-31.817091
Macquarie,SUPPLEMENTARY WATER,80AL701623,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,13.7,I,149.703397,-32.676847
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701625,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,164,J,147.796303,-31.694273
Macquarie,SUPPLEMENTARY WATER,80AL701626,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,11.9,J,147.796303,-31.694273
Macquarie,DOMESTIC AND STOCK,80AL701627,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,16,J,147.796303,-31.694273
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701631,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,J,147.670224,-31.354481
Macquarie,SUPPLEMENTARY WATER,80AL701632,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,J,147.670224,-31.354481
Macquarie,DOMESTIC AND STOCK,80AL701633,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,147.670224,-31.354481
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701635,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,50,I,148.45605,-32.187645
Macquarie,SUPPLEMENTARY WATER,80AL701636,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3.8,I,148.45605,-32.187645
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701638,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3892,I,147.900578,-31.779303
Macquarie,SUPPLEMENTARY WATER,80AL701639,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,297,I,147.900578,-31.779303
Macquarie,DOMESTIC AND STOCK,80AL701640,REG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,32,I,147.900578,-31.779303
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701642,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,147.873907,-31.737327
Macquarie,SUPPLEMENTARY WATER,80AL701643,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.3,I,147.873907,-31.737327
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701645,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,92,J,147.845471,-31.721374
Macquarie,SUPPLEMENTARY WATER,80AL701646,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,7,J,147.845471,-31.721374
Macquarie,DOMESTIC AND STOCK,80AL701647,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,147.845471,-31.721374
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701649,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,148.370349,-32.231164
Macquarie,SUPPLEMENTARY WATER,80AL701650,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.3,I,148.370349,-32.231164
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701659,REG,GRAPE VINES,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,18,M2,149.371338,-32.396345
Macquarie,DOMESTIC AND STOCK,80AL701660,REG,GRAPE VINES,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,M2,149.371338,-32.396345
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701662,REG,GRAPE VINES,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,202,M2,149.260361,-32.482682
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701663,REG,GRAPE VINES,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,548,M2,147.760233,-31.656584
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701666,REG,GRAPE VINES,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,7,M2,149.662785,-32.640234
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701667,REG,GRAPE VINES,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,15,M2,149.662785,-32.640234
Macquarie,SUPPLEMENTARY WATER,80AL701668,REG,GRAPE VINES,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1.1,M2,149.662785,-32.640234
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701670,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,6,I,147.878739,-31.739204
Macquarie,SUPPLEMENTARY WATER,80AL701671,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.5,I,147.878739,-31.739204
Macquarie,SUPPLEMENTARY WATER,80AL701674,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,118.4,I,148.375081,-32.201462
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701676,REG,HORTICULTURE,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,79,M,149.574845,-32.550561
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701677,REG,HORTICULTURE,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,169,M,149.574845,-32.550561
Macquarie,SUPPLEMENTARY WATER,80AL701678,REG,HORTICULTURE,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,12.9,M,149.574845,-32.550561
Macquarie,DOMESTIC AND STOCK,80AL701679,REG,HORTICULTURE,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,M,149.574845,-32.550561
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701681,REG,GRAPE VINES,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,68,M2,149.46909,-32.41959
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701682,REG,GRAPE VINES,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,3404,M2,149.46909,-32.41959
Macquarie,SUPPLEMENTARY WATER,80AL701683,REG,GRAPE VINES,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,259.8,M2,149.46909,-32.41959
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701685,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,30,I,148.799281,-32.428733
Macquarie,SUPPLEMENTARY WATER,80AL701686,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2.3,I,148.799281,-32.428733
Macquarie,DOMESTIC AND STOCK,80AL701687,REG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,I,148.799281,-32.428733
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701689,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,104,I,148.196717,-31.982197
Macquarie,SUPPLEMENTARY WATER,80AL701690,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,118.4,I,148.196717,-31.982197
Macquarie,DOMESTIC AND STOCK,80AL701692,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.534862,-32.193847
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701694,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,300,I,147.827707,-31.675955
Macquarie,SUPPLEMENTARY WATER,80AL701695,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,49,I,147.827707,-31.675955
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701697,REG,DOMESTIC,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,64,J,149.60618,-32.59299
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701698,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,148,J,149.60618,-32.59299
Macquarie,SUPPLEMENTARY WATER,80AL701699,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,11.3,J,149.60618,-32.59299
Macquarie,DOMESTIC AND STOCK,80AL701700,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,149.60618,-32.59299
Macquarie,SUPPLEMENTARY WATER,80AL701705,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,21.7,J,149.658831,-32.630404
Macquarie,DOMESTIC AND STOCK,80AL701706,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,149.658831,-32.630404
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701708,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,150,I,147.686518,-31.611427
Macquarie,SUPPLEMENTARY WATER,80AL701709,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,11.4,I,147.686518,-31.611427
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701711,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,10,I,148.621257,-32.306917
Macquarie,SUPPLEMENTARY WATER,80AL701712,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.8,I,148.621257,-32.306917
Macquarie,SUPPLEMENTARY WATER,80AL701715,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,63.6,I,147.89267,-31.753895
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701717,REG,DOMESTIC,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,149.690971,-32.672173
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701718,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,16,J,149.690971,-32.672173
Macquarie,SUPPLEMENTARY WATER,80AL701719,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1.2,J,149.690971,-32.672173
Macquarie,DOMESTIC AND STOCK,80AL701720,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,149.690971,-32.672173
Macquarie,REGULATED RIVER (HIGH SECURITY),80AL701722,REG,HORTICULTURE,REGULATED RIVER (HIGH SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,28,M,148.366797,-32.217768
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701724,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,I,147.763565,-31.678312
Macquarie,SUPPLEMENTARY WATER,80AL701725,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.3,I,147.763565,-31.678312
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701730,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,270,I,148.611365,-32.284455
Macquarie,SUPPLEMENTARY WATER,80AL701731,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,20.6,I,148.611365,-32.284455
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701733,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1,I,149.575683,-32.569368
Macquarie,SUPPLEMENTARY WATER,80AL701734,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.1,I,149.575683,-32.569368
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701736,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,I,148.425248,-32.187695
Macquarie,SUPPLEMENTARY WATER,80AL701737,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,I,148.425248,-32.187695
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701739,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,I,148.627991,-32.323669
Macquarie,SUPPLEMENTARY WATER,80AL701740,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.4,I,148.627991,-32.323669
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701742,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,96,I,147.7159839,-31.4318673
Macquarie,SUPPLEMENTARY WATER,80AL701743,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,98.9,I,147.7159839,-31.4318673
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701746,REG,STOCK,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,4,C,147.670378,-31.35122
Macquarie,SUPPLEMENTARY WATER,80AL701747,REG,STOCK,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0.3,C,147.670378,-31.35122
Macquarie,DOMESTIC AND STOCK[STOCK],80AL701748,REG,STOCK,DOMESTIC AND STOCK[STOCK],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,C,147.670378,-31.35122
Macquarie,DOMESTIC AND STOCK,80AL701750,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,148.370244,-32.228011
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701752,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,I,147.670224,-31.354481
Macquarie,SUPPLEMENTARY WATER,80AL701753,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,0,I,147.670224,-31.354481
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701755,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,108,I,148.547136,-32.186714
Macquarie,SUPPLEMENTARY WATER,80AL701756,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8.2,I,148.547136,-32.186714
Macquarie,DOMESTIC AND STOCK[STOCK],80AL701757,REG,IRRIGATION,DOMESTIC AND STOCK[STOCK],MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,5,I,148.547136,-32.186714
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701759,REG,DOMESTIC,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,24,J,147.811319,-31.700994
Macquarie,SUPPLEMENTARY WATER,80AL701760,REG,DOMESTIC,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,1.8,J,147.811319,-31.700994
Macquarie,DOMESTIC AND STOCK,80AL701761,REG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,J,147.811319,-31.700994
Macquarie,SUPPLEMENTARY WATER,80AL701764,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,34.5,I,147.899817,-31.783331
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701766,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,2343,I,147.727004,-31.464621
Macquarie,SUPPLEMENTARY WATER,80AL701767,REG,IRRIGATION,SUPPLEMENTARY WATER,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,124.8,I,147.727004,-31.464621
Macquarie,DOMESTIC AND STOCK,80AL701768,REG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,8,I,147.727004,-31.464621
Macquarie,REGULATED RIVER (GENERAL SECURITY),80AL701770,REG,IRRIGATION,REGULATED RIVER (GENERAL SECURITY),MACQUARIE AND CUDGEGONG REGULATED RIVERS WATER SOURCE 2016,54,I,149.560648,-32.50435
